Name of State,County Name,Margin Amount,Total number of voters
new-hampshire,Tilton, Trump +5 ,"2,025"
new-hampshire,Winchester, Trump <0.1 ,"2,019"
new-hampshire,Warner, Biden +11 ,"1,928"
new-hampshire,Hinsdale, Biden +11 ,"1,915"
new-hampshire,Tuftonboro, Trump +7 ,"1,900"
new-hampshire,Bristol, Trump +8 ,"1,871"
new-hampshire,New Durham, Trump +20 ,"1,868"
new-hampshire,Mont Vernon, Biden +16 ,"1,778"
new-hampshire,Tamworth, Biden +3 ,"1,768"
new-hampshire,Canterbury, Biden +17 ,"1,754"
new-hampshire,Chichester, Trump +9 ,"1,736"
new-hampshire,Rollinsford, Biden +12 ,"1,736"
new-hampshire,Lancaster, Trump +3 ,"1,735"
new-hampshire,Thornton, Biden +13 ,"1,731"
new-hampshire,Hampton Falls, Trump +1.0 ,"1,720"
new-hampshire,Madison, Biden +10 ,"1,703"
new-hampshire,East Kingston, Trump +6 ,"1,692"
new-hampshire,Plainfield, Biden +36 ,"1,685"
new-hampshire,Gorham, Biden +9 ,"1,672"
new-hampshire,Bethlehem, Biden +24 ,"1,671"
new-hampshire,Newbury, Biden +11 ,"1,667"
new-hampshire,Andover, Biden +7 ,"1,595"
new-hampshire,Antrim, Trump +1.1 ,"1,584"
new-hampshire,Kensington, Biden +5 ,"1,557"
new-hampshire,New Hampton, Trump +7 ,"1,539"
new-hampshire,Holderness, Biden +22 ,"1,481"
new-hampshire,Fitzwilliam, Trump +1.2 ,"1,367"
new-hampshire,Sutton, Biden +13 ,"1,348"
new-hampshire,Whitefield, Trump +3 ,"1,321"
new-hampshire,Madbury, Biden +28 ,"1,312"
new-hampshire,Lyme, Biden +66 ,"1,305"
new-hampshire,Marlborough, Biden +29 ,"1,273"
new-hampshire,Newfields, Biden +16 ,"1,255"
new-hampshire,Webster, Trump +10 ,"1,241"
new-hampshire,Ashland, Biden +6 ,"1,218"
new-hampshire,Alstead, Biden +17 ,"1,189"
new-hampshire,Deering, Trump +18 ,"1,158"
new-hampshire,Francestown, Biden +5 ,"1,152"
new-hampshire,Sandwich, Biden +27 ,"1,143"
new-hampshire,Troy, Trump +7 ,"1,117"
new-hampshire,Freedom, Tied ,"1,090"
new-hampshire,Alexandria, Trump +16 ,"1,080"
new-hampshire,Colebrook, Trump +20 ,"1,074"
new-hampshire,Bradford, Biden +8 ,"1,073"
new-hampshire,Northumberland, Trump +18 ,"1,056"
new-hampshire,Greenville, Trump +3 ,"1,054"
new-hampshire,Middleton, Trump +25 ,"1,042"
new-hampshire,Greenfield, Biden +6 ,"1,010"
new-hampshire,Temple, Biden +9 ,961
new-hampshire,Rumney, Trump +12 ,956
new-hampshire,Wilmot, Biden +23 ,956
new-hampshire,Mason, Trump +16 ,949
new-hampshire,Effingham, Trump +15 ,926
new-hampshire,Salisbury, Trump +15 ,925
new-hampshire,Lincoln, Biden +13 ,923
new-hampshire,New Castle, Biden +37 ,914
new-hampshire,Springfield, Biden +0.1 ,889
new-hampshire,Unity, Trump +20 ,874
new-hampshire,Woodstock, Biden +14 ,858
new-hampshire,Bridgewater, Trump +13 ,857
new-hampshire,Stoddard, Trump +1.3 ,849
new-hampshire,Orford, Biden +33 ,823
new-hampshire,Franconia, Biden +37 ,801
new-hampshire,Lisbon, Trump +10 ,797
new-hampshire,Washington, Trump +19 ,797
new-hampshire,Milan, Trump +12 ,794
new-hampshire,Center Harbor, Trump +4 ,792
new-hampshire,Jackson, Biden +45 ,786
new-hampshire,Grafton, Trump +10 ,784
new-hampshire,Harrisville, Biden +46 ,760
new-hampshire,Danbury, Biden +17 ,725
new-hampshire,Jefferson, Trump +21 ,662
new-hampshire,South Hampton, Trump +3 ,652
new-hampshire,Newington, Trump +3 ,639
new-hampshire,Hill, Trump +28 ,635
new-hampshire,Bath, Trump +15 ,623
new-hampshire,Wentworth, Trump +7 ,620
new-hampshire,Surry, Biden +10 ,563
new-hampshire,Brookfield, Trump +18 ,545
new-hampshire,Pittsburg, Trump +41 ,545
new-hampshire,Monroe, Trump +15 ,544
new-hampshire,Dalton, Trump +12 ,528
new-hampshire,Hebron, Trump +5 ,523
new-hampshire,Gilsum, Trump +4 ,516
new-hampshire,Croydon, Trump +29 ,513
new-hampshire,Marlow, Biden +14 ,496
new-hampshire,Sugar Hill, Biden +34 ,485
new-hampshire,Goshen, Trump +20 ,481
new-hampshire,Albany, Biden +13 ,449
new-hampshire,Stewartstown, Trump +42 ,413
new-hampshire,Lyman, Trump +9 ,385
new-hampshire,Groton, Trump +24 ,380
new-hampshire,Waterville, Biden +28 ,360
new-hampshire,Eaton, Biden +23 ,309
new-hampshire,Stratford, Biden +6 ,300
new-hampshire,Landaff, Trump +10 ,285
new-hampshire,Randolph, Biden +37 ,277
new-hampshire,Sharon, Biden +14 ,273
new-hampshire,Chatham, Trump +10 ,244
new-hampshire,Benton, Trump +23 ,235
new-hampshire,Easton, Biden +44 ,234
new-hampshire,Dorchester, Trump +8 ,233
new-hampshire,Errol, Trump +34 ,216
new-hampshire,Orange, Trump +15 ,196
new-hampshire,Dummer, Trump +25 ,184
new-hampshire,Clarksville, Trump +20 ,183
new-hampshire,Ellsworth, Biden +17 ,78
new-hampshire,Harts Location, Biden +7 ,43
new-hampshire,Dixville, Biden +100 ,5
new-hampshire,Swanzey, — ,0
